user_id,target,name,sex,dob,location,location_population,location_from,location_from_population,occupation,hobbies,daily_commute,friends_number,relationship_status,education,credit_card_type
1654,0,Bonawentura,female,1972-02-05,Śrem,29845,Gdańsk,464254,Market-oriented skilled agricultural workers,"tabletop games,Ghost hunting",35,285,Single,5,
1655,0,Izyda,female,1966-04-16,Chełm,63333,Chełm,63333,"Legal, social, cultural and related associate professionals","Fitness,Rowing",56,146,In relationship,4,Mastercard
1656,1,Eugenia,female,1983-05-14,Kędzierzyn-Koźle,61661,Kędzierzyn-Koźle,61661,Information and communications technology professionals,"Creative writing,Glassblowing",,160,Single,5,Visa
1657,0,Bernard,male,1968-12-10,Tarnów,109650,Mrągowo,21889,"Market-oriented skilled forestry, fishery and hunting workers",Mountaineering,52,312,Married with kids,3,Visa
1658,0,Edmund,male,1986-10-07,Katowice,296262,Poznań,538633,Other clerical support workers,"Stone skipping,scrapbook,Letterboxing",13,302,In relationship,5,Mastercard
1659,0,Barbara,female,1967-04-07,Świętochłowice,50385,Świętochłowice,50385,Street and related sales and service workers,,39,284,Divorced,2,Visa
1660,0,Gracja,female,1985-05-12,Żyrardów,40243,Olsztyn,173070,Sales workers,"Slacklining,Playing musical instruments,Shopping",53,136,In relationship,5,Mastercard
1661,1,Anatol,,1981-08-01,Biłgoraj,26550,Rzeszów,189662,Refuse workers and other elementary workers,Cardio,12,198,Single,6,Mastercard
1662,1,Emilia,female,1976-10-24,Kraków,767348,Wodzisław Śląski,48345,Commissioned armed forces officers,"Power bike,Fitness",73,274,Married,6,
1663,0,Celina,,1969-04-03,Gdańsk,464254,Warszawa,1764615,General and keyboard clerks,"Crossfit,Power bike,Origami,Soapmaking,Quilting",45,210,Married,5,Mastercard
1664,0,Helena,female,1963-01-29,Zgierz,56690,Zgierz,56690,Stationary plant and machine operators,"Rowing,Badminton,Book restoration,Shopping",57,129,In relationship,2,Mastercard
1665,0,Angelika,female,1994-03-18,Jelenia Góra,80072,Bolesławiec,39084,Business and administration professionals,"Weightlifting,Kettleballs,Nordic skating,Digital arts",56,115,Married,2,Visa
1666,0,Fryderyk,male,1970-01-25,Parczew,10748,Katowice,296262,Science and engineering professionals,"Kettleballs,Ghost hunting",,256,In relationship,4,
1667,1,Apolinary,male,1993-04-07,Gdynia,246306,Opoczno,21534,Numerical and material recording clerks,"Weightlifting,Coloring,Listening to music",80,153,Single,4,Visa
1668,0,Cecylia,,1974-03-29,Gdańsk,464254,Pisz,19386,"Metal, machinery and related trades workers","Sculling,Digital arts",85,23,In relationship,2,Mastercard
1669,0,Hanna,female,1967-05-08,Hrubieszów,17903,Przysucha,5934,Assemblers,"Fitness,Astronomy",97,384,Married with kids,3,Mastercard
1670,0,Iwona,female,1970-12-10,Wrocław,638586,Wrocław,638586,"Market-oriented skilled forestry, fishery and hunting workers","Rowing,Baseball",21,177,Married,,Visa
1671,0,Irma,female,1984-09-30,Gogolin,6640,Gogolin,6640,"Labourers in mining, construction, manufacturing and transport","Power bike,Bodybuilding,Nordic skating,scrapbook,Watching movies",53,217,Married,3,Mastercard
1672,0,Igor,male,1976-10-24,Chorzów,109021,Chorzów,109021,Street and related sales and service workers,"Fitness,Magic,Hooping",48,194,In relationship,2,Visa
1673,1,Angelika,female,1981-03-06,Mikołów,40423,Chojnice,39937,Protective services workers,"Weightlifting,Badminton,Rowing,Sketching,Swimming",92,167,In relationship,5,Visa
1674,0,Eleonora,female,1968-05-22,Krotoszyn,29109,Piława Górna,6479,Customer services clerks,Cardio,38,296,,6,Mastercard
1675,1,Emanuel,male,1989-11-25,Grajewo,22049,Grajewo,22049,"Legal, social and cultural professionals","Rowing,Squash,Lapidary,Jigsaw puzzles",23,204,Single,1,Visa
1676,0,Adalbert,male,1960-08-06,Krośniewice,4426,Warszawa,1764615,"Metal, machinery and related trades workers",Glassblowing,95,173,,6,Visa
1677,0,Balbina,female,1966-02-02,Krotoszyn,29109,Śrem,29845,Sales workers,"Stretching,Tai chi,Juggling,Netball",,419,Married with kids,2,Visa
1678,0,Aurelian,male,1969-06-06,Wrocław,638586,Pasłęk,12298,Sales workers,"Brazilian jiu-jitsu,Crocheting",84,87,Married,5,Mastercard
1679,0,Alicja,female,1957-11-07,Kalisz,101625,Kalisz,101625,"Subsistence farmers, fishers, hunters and gatherers","Bodybuilding,Skydiving,Electronics",83,0,In relationship,6,Visa
1680,0,Eliza,female,,Kórnik,7793,Biała Podlaska,57545,Health associate professionals,"Drawing,Cycling,Taxidermy",4,142,Married with kids,5,Mastercard
1681,0,Eleonora,female,1992-05-24,Barczewo,7472,Wrocław,638586,General and keyboard clerks,"Kettleballs,Crossfit,Rafting",12,171,Married,4,Visa
1682,1,Daria,female,1981-02-16,Przemyśl,61808,Gdańsk,464254,Assemblers,Woodworking,,169,Single,2,Mastercard
1683,1,Ingeborga,female,1972-02-15,Sosnowiec,204013,Wrocław,638586,"Food processing, wood working, garment and other craft and related trades workers","Squash,Surfing,Knitting",,272,In relationship,3,Visa
1684,0,Cecyl,male,1972-06-13,Kraków,767348,Kraków,767348,"Metal, machinery and related trades workers","Badminton,Photography,amateur radio,Taekwondo",14,151,Married,4,Mastercard
1685,0,Erwina,female,1977-03-17,Bielsk Podlaski,25611,Białystok,297288,"Legal, social, cultural and related associate professionals","Bodybuilding,Sports,Embroidery",58,28,In relationship,,Mastercard
1686,0,Danuta,female,1952-12-04,Głogów Małopolski,6431,Bełchatów,57964,Assemblers,Fitness,0,199,Married,4,Mastercard
1687,0,Felicja,female,1978-05-09,Opole,128140,Gryfów Śląski,6684,"Food processing, wood working, garment and other craft and related trades workers",,18,271,Married with kids,1,Visa
1688,1,Henryk,male,2000-11-17,Nisko,15355,Nisko,15355,Health professionals,"Weightlifting,Stone skipping",18,267,,3,Visa
1689,0,Izydor,male,1960-07-10,Żywiec,31560,Piotrków Trybunalski,74312,Street and related sales and service workers,"Singing,Driving",,23,Married with kids,5,Visa
1690,0,Cecyl,male,1982-08-22,Zambrów,22173,Warszawa,1764615,Other clerical support workers,,2,309,In relationship,5,Visa
1691,0,Bogumiła,female,1959-06-22,Czerwionka-Leszczyny,28329,Witnica,6821,Refuse workers and other elementary workers,"Cardio,Cryptography",41,123,Single,4,Mastercard
1692,1,Bolesław,male,1987-11-17,Lubin,72892,Lubin,72892,Food preparation assistants,"Squash,Weightlifting",93,236,In relationship,5,Mastercard
1693,0,Fryderyka,female,1970-08-13,Tarnów,109650,Tarnów,109650,Other clerical support workers,"Sailing,Cycling,Calligraphy",50,37,Divorced,5,Mastercard
1694,0,Hanna,female,1954-10-26,Zielona Góra,139819,Rypin,16482,"Hospitality, retail and other services managers",Driving,96,118,In relationship,4,
1695,0,Dariusz,male,1944-09-27,Tarnowskie Góry,61262,Zabrze,174349,"Subsistence farmers, fishers, hunters and gatherers","Weightlifting,Homebrewing,Driving",42,347,Married with kids,2,Visa
1696,0,Andrzej,male,1965-01-13,Dębica,46063,Dębica,46063,Protective services workers,"Bodybuilding,Calligraphy,Genealogy,Gambling",18,329,In relationship,4,Visa
1697,0,Augustyna,female,1988-08-31,Kalisz,101625,Płoty,3995,Non-commissioned armed forces officers,"Crossfit,Stretching,Sand art,Vehicle restoration",48,210,Married,,Visa
1698,0,Gracja,female,1959-05-10,Głubczyce,12624,Głubczyce,12624,Information and communications technology professionals,,34,205,Single,,Visa
1699,0,Bogusława,female,1988-12-29,Kraków,767348,Kraków,767348,Information and communications technology professionals,"Horseback riding,Roller skating",64,212,Married,5,
1700,0,Celina,female,1986-07-10,Lubartów,22138,Dziwnów,2707,Handicraft and printing workers,,,179,Single,4,Mastercard
1701,1,Błażej,male,1965-01-10,Wysoka,2688,Malbork,38723,Protective services workers,"Fitness,Watching movies",48,176,Married,4,Mastercard
1702,0,Aleksandra,female,1968-11-11,Białystok,297288,Zbąszyń,7265,Information and communications technology professionals,"Gym,Kite flying,Sketching,Puzzles",37,325,Married with kids,4,
1703,0,Amelia,female,,Szlichtyngowa,1289,Opole,128140,Science and engineering professionals,"Bodybuilding,Cycling,Running",24,227,Married with kids,4,Visa
1704,0,Erwin,male,,Daleszyce,2914,Ruda Śląska,138578,Administrative and commercial managers,,91,353,Married,3,Visa
1705,0,Andrzej,male,1976-07-18,Siedlce,77653,Inowrocław,73577,Cleaners and helpers,"Scuba diving,Genealogy,Juggling",49,196,Married,,Visa
1706,1,Emanuela,female,1982-07-13,Kraków,767348,Kraków,767348,Production and specialised services managers,"Squash,Power bike,Metalworking",72,168,Married,4,Mastercard
1707,0,Błażej,male,1956-08-19,Gdynia,246306,Gdynia,246306,Stationary plant and machine operators,,78,116,Married with kids,5,Mastercard
1708,1,Ewelina,female,,Włocławek,111752,Włocławek,111752,Protective services workers,,3,254,Married with kids,4,Visa
1709,0,Cyryl,,1981-07-07,Łódź,690422,Łódź,690422,Numerical and material recording clerks,"Bodybuilding,Embroidery,Woodworking,Table tennis",68,381,Married,4,Mastercard
1710,0,Anita,female,1959-07-09,Chojnów,13573,Gdynia,246306,Numerical and material recording clerks,"Hunting,Baseball,Community",74,128,Married with kids,3,Visa
1711,0,Donata,female,1973-07-07,Łódź,690422,Łódź,690422,Information and communications technicians,,,272,Married with kids,4,Visa
1712,0,August,,1999-03-02,Skawina,24325,Skawina,24325,Information and communications technology professionals,"Fashion,Polo",95,109,In relationship,2,
1713,0,Donata,female,1982-07-03,Gdynia,246306,Częstochowa,224376,Business and administration professionals,"Badminton,Photography,Air sports,Singing",67,60,Married with kids,6,Mastercard
1714,0,Anna,female,1980-07-07,Pyrzyce,12709,Pyrzyce,12709,Personal care workers,"Cabaret,Metalworking",26,175,Married with kids,3,
1715,0,Eryka,female,1966-01-07,Łódź,690422,Piotrków Trybunalski,74312,Information and communications technology professionals,,72,127,In relationship,2,Mastercard
1716,0,Felicyta,female,1980-09-01,Bartoszyce,23810,Chorzów,109021,Personal care workers,"Kettleballs,Rowing,Shooting,Puzzles",37,235,In relationship,1,Visa
1717,0,Iwona,female,1977-03-31,Bielsk Podlaski,25611,Wieluń,22794,Cleaners and helpers,Knitting,61,175,Single,4,Visa
1718,1,Apollo,male,1977-04-04,Łódź,690422,Łódź,690422,"Market-oriented skilled forestry, fishery and hunting workers","Reading,Sand art,Foraging",11,226,Single,5,Visa
1719,0,Amelia,female,1978-06-06,Solec Kujawski,15661,Toruń,202562,Numerical and material recording clerks,Cosplaying,24,163,In relationship,3,Revolut
1720,1,Felicyta,female,1983-08-26,Ogrodzieniec,4313,Ogrodzieniec,4313,Administrative and commercial managers,"Fitness,Rugby",7,211,Single,,Visa
1721,0,Aga,female,1973-06-05,Łódź,690422,Wałbrzych,113621,Business and administration professionals,"Rock climbing,Glassblowing",70,174,Married with kids,1,
1722,1,Ildefons,male,2000-01-18,Warszawa,1764615,Siedliszcze,1418,Street and related sales and service workers,"Gym,Paintball",78,204,,3,Mastercard
1723,0,Aurelian,male,1987-03-17,Lidzbark Warmiński,15877,Białystok,297288,"Hospitality, retail and other services managers","Rowing,Gym,Ghost hunting",77,298,In relationship,5,Visa
1724,1,Aga,female,1971-05-29,Szczecin,403883,Szczecin,403883,Business and administration associate professionals,,98,187,Single,3,Visa
1725,0,Jakub,male,1971-10-18,Siemianowice Śląskie,67523,Bydgoszcz,352313,Refuse workers and other elementary workers,Rafting,,155,Divorced,4,Visa
1726,0,Arleta,female,1999-11-09,Kraków,767348,Kalisz,101625,Personal care workers,"Crossfit,Polo",16,239,Married,2,
1727,1,Edmund,male,1994-11-30,Reda,25102,Reda,25102,Information and communications technology professionals,"Hooping,LARPing",13,195,Married with kids,4,
1728,0,Faustyn,male,1997-06-19,Gdynia,246306,Gdynia,246306,"Building and related trades workers, excluding electricians","Surfing,Cycling",56,107,Single,5,Mastercard
1729,0,Bożena,female,1966-09-25,Gorlice,27781,Gorlice,27781,Information and communications technology professionals,"Squash,tabletop games",55,23,In relationship,2,Visa
1730,0,Alina,female,1962-05-31,Jarosław,37892,Augustów,30270,Drivers and mobile plant operators,"Bodybuilding,Stretching,Pet,Letterboxing,tabletop games",,303,Married,5,Visa
1731,1,Anastazy,male,1999-03-25,Gdańsk,464254,Gdańsk,464254,Market-oriented skilled agricultural workers,"Bodybuilding,Crossfit,Fitness,Urban exploration,Water sports",50,189,,4,Mastercard
1732,1,Adalbert,male,2000-08-08,Wodzisław Śląski,48345,Wodzisław Śląski,48345,Market-oriented skilled agricultural workers,"Gym,Knapping",1,245,Single,6,
1733,0,Ismena,female,1999-01-08,Brwinów,13533,Brwinów,13533,"Hospitality, retail and other services managers",,48,130,In relationship,4,Mastercard
1734,0,Anatol,male,1995-07-04,Międzyrzec Podlaski,16925,Gorzów Wielkopolski,124295,Other clerical support workers,Lacemaking,2,49,In relationship,3,Mastercard
1735,1,Ilona,female,1979-04-02,Gliwice,181309,Mysłowice,74647,Drivers and mobile plant operators,"Crossfit,Singing",78,146,In relationship,4,Revolut
1736,0,Fabian,male,1974-10-07,Tarczyn,4105,Tarczyn,4105,Science and engineering professionals,"tabletop games,Skydiving,Surfing",25,169,Married,2,
1737,0,Bogumił,male,1975-03-23,Tychy,128211,Leżajsk,13990,Production and specialised services managers,"Coffee roasting,Sewing,Jewelry making",81,28,Divorced,6,Mastercard
1738,0,Eulalia,female,1997-04-04,Wałbrzych,113621,Wałbrzych,113621,Business and administration associate professionals,,,285,In relationship,3,Visa
1739,1,Bernard,male,1982-02-05,Skierniewice,48308,Rzeszów,189662,"Armed forces occupations, other ranks","Gym,Jewelry making,Bodybuilding",,240,Single,3,Mastercard
1740,0,Aniela,female,1960-06-24,Rumia,48632,Tarnów,109650,Production and specialised services managers,"Weightlifting,Crossfit,Slacklining,Singing,Flag Football",90,139,Married,4,Visa
1741,0,Bogdan,male,1979-09-24,Gdańsk,464254,Gdańsk,464254,Protective services workers,,95,250,In relationship,1,
1742,0,Eliasz,male,2000-10-17,Poznań,538633,Poznań,538633,Health professionals,Scrapbooking,42,55,Married,6,Visa
1743,0,Gustaw,male,1993-07-26,Białystok,297288,Białystok,297288,Health professionals,"Hunting,Singing",7,207,Married,6,Mastercard
1744,0,Ida,female,1975-03-12,Świecie,25924,Sosnowiec,204013,Customer services clerks,"Fitness,Metalworking,Lockpicking,Gambling",44,281,In relationship,4,Visa
1745,0,Emanuel,male,,Tomaszów Lubelski,19365,Bydgoszcz,352313,Health professionals,"Stretching,Ghost hunting,Mountaineering",,291,In relationship,3,Revolut
1746,1,Apollo,male,1981-04-16,Przysucha,5934,Przysucha,5934,Health associate professionals,"Power bike,Calligraphy,Do it yourself",54,200,In relationship,3,Visa
1747,0,Gracjan,,1981-01-30,Kielce,196804,Poznań,538633,Business and administration professionals,"Skateboarding,Rappelling",95,133,Divorced,3,
1748,1,Andrzej,male,1968-06-24,Radom,214566,Dukla,2098,Teaching professionals,"Power bike,Gym,Digital arts",24,220,Divorced,4,Mastercard
1749,1,Benedykt,male,1994-08-02,Zgierz,56690,Kraśnik,34821,Personal service workers,"Bodybuilding,Gym,Rowing,Sculpting",25,124,Single,4,
1750,0,Gerarda,female,1991-01-22,Warszawa,1764615,Warszawa,1764615,Customer services clerks,"Cardio,Kettleballs",80,193,Married,5,Visa
1751,0,Eligiusz,male,1962-08-21,Warszawa,1764615,Warszawa,1764615,Protective services workers,"Poi,Juggling",39,267,Married with kids,5,Mastercard
1752,0,Ernest,male,1962-11-05,Szczecin,403883,Lubliniec,23899,Handicraft and printing workers,Fashion,,264,In relationship,4,Mastercard
1753,0,Apollo,male,1981-06-26,Dębica,46063,Dębica,46063,"Building and related trades workers, excluding electricians","Sports,Surfing,Gunsmithing",82,169,Married with kids,1,Mastercard
1754,0,Eligiusz,,1983-11-12,Olsztynek,7677,Pyskowice,18417,Personal care workers,"Horseback riding,Poi",77,239,Married,4,Visa
1755,1,Henryk,male,1996-04-26,Wałbrzych,113621,Wałbrzych,113621,"Chief executives, senior officials and legislators","Bodybuilding,Gambling",72,188,Single,4,Visa
1756,0,Aneta,,1970-02-19,Elbląg,120895,Bytom,168394,"Labourers in mining, construction, manufacturing and transport",Bodybuilding,46,283,,5,Visa
1757,0,Anatol,male,1983-08-31,Koszalin,107670,Koszalin,107670,Stationary plant and machine operators,,40,228,In relationship,4,
1758,0,Egon,male,1965-05-19,Żelechów,3994,Żelechów,3994,"Metal, machinery and related trades workers",Skateboarding,66,275,Married,,Mastercard
1759,0,Irma,female,1979-12-27,Bielsko-Biała,171505,Zgierz,56690,Street and related sales and service workers,"Squash,Bodybuilding,Photography,Letterboxing",42,302,Married with kids,3,Mastercard
1760,0,Izolda,,1963-08-21,Kraków,767348,Puck,11265,"Agricultural, forestry and fishery labourers","Crossfit,Driving,Jigsaw puzzles,Leather crafting",58,160,In relationship,3,Mastercard
1761,0,Bogusława,female,1970-11-11,Piaski,2598,Piaski,2598,Business and administration professionals,"Squash,Power bike,Snowboarding,Rappelling,Video gaming",85,64,Married with kids,,Visa
1762,0,Donata,female,1983-02-13,Sztum,10127,Warszawa,1764615,General and keyboard clerks,"Dowsing,Metal detecting,Singing",50,119,,3,Mastercard
1763,0,Edwin,male,1988-07-02,Poznań,538633,Lipno,14592,Stationary plant and machine operators,"Badminton,Crossfit,Sculpting",30,196,Divorced,6,Mastercard
1764,0,Faustyn,male,,Pobiedziska,9139,Tczew,60257,"Market-oriented skilled forestry, fishery and hunting workers",,63,278,Married,4,Mastercard
1765,0,Ida,female,1966-01-07,Myszków,31974,Myszków,31974,"Building and related trades workers, excluding electricians","Stretching,Fitness,Electronics,Mountain biking",4,117,Married,4,Visa
1766,0,Celestyna,female,1963-05-30,Kraków,767348,Kraków,767348,"Agricultural, forestry and fishery labourers","Stand-up comedy,Mycology",17,141,Married,5,
1767,0,Danuta,female,,Rumia,48632,Olecko,16508,Food preparation assistants,,41,374,Married with kids,3,Visa
1768,1,Fabian,male,1979-12-25,Sosnowiec,204013,Sosnowiec,204013,"Building and related trades workers, excluding electricians",Puzzles,98,194,In relationship,5,Visa
1769,1,Aurela,female,1987-12-05,Boguszów-Gorce,15566,Warszawa,1764615,Stationary plant and machine operators,"Badminton,Horseback riding,Kitesurfing,Cycling",13,226,In relationship,4,Visa
1770,0,Jagoda,female,1966-11-04,Szczecin,403883,Szczecin,403883,"Armed forces occupations, other ranks","Cardio,Calligraphy,Knife making",19,245,Married,4,Visa
1771,0,Idzi,male,,Bielsko-Biała,171505,Łódź,690422,Food preparation assistants,"Cabaret,Ghost hunting",73,279,In relationship,5,Visa
1772,0,Angelina,female,1974-12-26,Kostrzyn nad Odrą,17918,Kostrzyn nad Odrą,17918,Teaching professionals,Stand-up comedy,46,353,In relationship,3,Visa
1773,1,Salezy,male,2000-01-12,Szczecin,403883,Nowy Tomyśl,14702,Health associate professionals,"Gym,Bodybuilding,Backpacking",32,251,Divorced,4,
1774,0,Bernardeta,female,1968-01-09,Niemcza,2981,Niemcza,2981,Business and administration professionals,Kitesurfing,14,230,Married with kids,4,Visa
1775,0,Anzelm,male,1975-06-16,Jasło,35445,Dąbrowa Górnicza,121121,Teaching professionals,,,284,Single,3,Visa
1776,1,Bernardyn,male,1987-10-17,Wieleń,5988,Wieleń,5988,"Food processing, wood working, garment and other craft and related trades workers","Squash,Weightlifting,Scuba diving,Skydiving",92,193,Married with kids,3,Visa
1777,1,Aureliusz,male,,Lipno,14592,Lipno,14592,Production and specialised services managers,"Power bike,Fitness,Model building",3,139,Single,,Visa
1778,0,Alicja,female,1987-11-07,Radomsko,46409,Hrubieszów,17903,Drivers and mobile plant operators,"Knife making,Acting",14,427,Married,1,Visa
1779,1,Adalbert,male,2000-01-28,Nowy Sącz,84041,Nowy Sącz,84041,Street and related sales and service workers,Cardio,,246,Divorced,4,Revolut
1780,0,Adelajda,female,1963-04-27,Warszawa,1764615,Warszawa,1764615,Customer services clerks,"Badminton,Gym,Archery",92,135,In relationship,3,Visa
1781,1,Alina,female,,Olsztyn,173070,Olsztyn,173070,"Armed forces occupations, other ranks",Gym,83,205,In relationship,4,Mastercard
1782,1,Ernest,,1986-03-19,Katowice,296262,Ełk,61523,Non-commissioned armed forces officers,,0,219,In relationship,3,Mastercard
1783,0,Gerhard,male,1958-08-12,Malbork,38723,Działoszyn,5950,Personal service workers,"Crossfit,Cycling,Flag Football,Machining",40,389,In relationship,2,Mastercard
1784,0,Aldona,female,,Radom,214566,Starogard Gdański,48060,Personal service workers,"Crossfit,Snowboarding,Surfing,3D printing",20,160,,3,Visa
1785,0,Jadwiga,female,1984-07-20,Płock,120787,Kraśnik,34821,Information and communications technology professionals,Video gaming,5,90,In relationship,5,Visa
1786,0,Dominik,male,1990-02-16,Racibórz,55189,Grudziądz,95629,Health associate professionals,"Embroidery,Fishing",,182,In relationship,4,Revolut
1787,0,Arletta,female,1971-05-25,Chełm,63333,Poznań,538633,Business and administration associate professionals,Cardio,78,331,Married,2,Visa
1788,0,Ewelina,,1986-02-17,Toruń,202562,Toruń,202562,Refuse workers and other elementary workers,Cosplaying,61,203,Married with kids,5,Mastercard
1789,1,Bazyli,male,1985-02-07,Warszawa,1764615,Koszalin,107670,Science and engineering professionals,"Kettleballs,Rowing,Netball,Amateur radio,Kite flying",22,118,Married,5,Mastercard
1790,0,Elwira,female,1971-03-04,Bielsko-Biała,171505,Wieluń,22794,Electrical and electronic trades workers,Knitting,44,142,In relationship,4,Visa
1791,0,Henryka,female,1969-03-24,Dobra,2353,Łęczyca,14252,Other clerical support workers,"Jogging,Kabaddi",48,173,Married with kids,2,Visa
1792,0,Bernardeta,female,1988-05-22,Mikołajki,3852,Mikołajki,3852,Food preparation assistants,,,181,In relationship,4,Mastercard
1793,1,Hubert,male,1987-02-25,Warszawa,1764615,Kraśnik,34821,Business and administration associate professionals,"Power bike,Gym",63,192,Single,3,Visa
1794,0,Erwina,female,1983-12-29,Poznań,538633,Kraków,767348,Electrical and electronic trades workers,,95,177,Married with kids,3,Mastercard
1795,0,Elżbieta,female,2000-04-15,Wolsztyn,13328,Nałęczów,3750,"Legal, social, cultural and related associate professionals","Power bike,Jewelry making,Roller skating,Skiing",,149,Married,5,Mastercard
1796,1,Celestyn,male,1989-02-04,Zabłudów,2476,Kraków,767348,Administrative and commercial managers,"Squash,Surfing,Horseback riding",85,243,Single,4,Mastercard
1797,1,Celina,female,1985-11-14,Kraków,767348,Chojnów,13573,Protective services workers,"Gym,Badminton,Knife making,Parkour",14,188,Single,3,Visa
1798,0,Dymitr,male,1987-12-27,Bydgoszcz,352313,Konstancin-Jeziorna,17191,Cleaners and helpers,"Singing,Sports,Gambling",96,193,Married with kids,4,Visa
1799,1,Agnieszka,female,,Tuchów,6693,Tuchów,6693,Food preparation assistants,"Bodybuilding,Horseback riding",20,179,Single,3,Mastercard
1800,0,Emanuel,male,1954-11-26,Tychy,128211,Tychy,128211,"Market-oriented skilled forestry, fishery and hunting workers","Soapmaking,Kayaking,Lapidary",93,104,In relationship,4,Mastercard
1801,0,Donata,female,1978-11-16,Gdańsk,464254,Gdańsk,464254,Administrative and commercial managers,,98,108,Single,3,Mastercard
1802,0,Greta,female,1940-10-17,Wrocław,638586,Mieroszów,4147,Information and communications technicians,,70,187,,5,Visa
1803,1,Hilary,male,,Piotrków Trybunalski,74312,Piotrków Trybunalski,74312,Information and communications technicians,"Squash,Fitness,Homebrewing,Hooping,Surfing",94,257,In relationship,4,Mastercard
1804,0,Bartłomiej,male,1998-01-08,Gdańsk,464254,Lublin,339850,Science and engineering professionals,,74,353,In relationship,1,Revolut
1805,0,Eryka,female,1955-08-13,Kraków,767348,Kraków,767348,"Metal, machinery and related trades workers","Squash,Weightlifting,Jewelry making",26,142,Married,3,Mastercard
1806,0,Anzelm,male,1958-10-04,Stalowa Wola,61903,Aleksandrów Łódzki,21535,Administrative and commercial managers,"Bodybuilding,3D printing",55,209,Married with kids,2,Mastercard
1807,0,Henryka,female,1967-08-16,Lębork,35413,Lębork,35413,Sales workers,,32,150,In relationship,6,Visa
1808,0,Iga,female,1966-06-12,Szczecin,403883,Szczecin,403883,Sales workers,,72,343,,5,Mastercard
1809,0,Hubert,male,1964-10-17,Zabrze,174349,Zabrze,174349,Information and communications technicians,Taxidermy,62,251,Married,3,Visa
1810,0,Ireneusz,male,1997-02-03,Pińczów,10946,Pińczów,10946,Sales workers,"Gym,Rugby,Yo-yoing",8,121,In relationship,1,Visa
1811,0,Grzegorz,male,1960-01-25,Szczecin,403883,Chrzanów,37123,Health associate professionals,"Flag Football,Swimming",90,215,Married with kids,4,Mastercard
1812,0,Bohdan,male,1995-02-21,Brzozów,7471,Brzozów,7471,Personal care workers,,7,178,Married with kids,2,American Express
1813,1,Bernadeta,female,1995-09-01,Świebodzin,21954,Świebodzin,21954,Information and communications technicians,"Stretching,Sketching,Coloring,Fashion",90,299,Married,4,Revolut
1814,1,Dariusz,male,2000-03-30,Stoczek Łukowski,2556,Stoczek Łukowski,2556,Street and related sales and service workers,"Squash,Video gaming",41,91,In relationship,,Mastercard
1815,0,Anastazja,,1965-05-06,Jastrzębie-Zdrój,89590,Jastrzębie-Zdrój,89590,Street and related sales and service workers,"Crocheting,BASE jumping,Playing musical instruments",86,203,Married,,Revolut
1816,1,Felicyta,female,1974-05-07,Łódź,690422,Jaworzno,92090,Market-oriented skilled agricultural workers,Cycling,83,216,Married,6,Visa
1817,0,Apolinary,male,1975-12-29,Warszawa,1764615,Białystok,297288,Refuse workers and other elementary workers,"Gunsmithing,Embroidery",75,262,Married,3,Visa
1818,0,Alina,,1949-06-02,Warszawa,1764615,Warszawa,1764615,Teaching professionals,"Power bike,Knapping",53,231,In relationship,2,Mastercard
1819,0,Bogusław,male,1984-04-26,Olsztyn,173070,Olsztyn,173070,Teaching professionals,,,184,Married with kids,2,Mastercard
1820,0,Balbina,female,1967-05-05,Krotoszyn,29109,Garwolin,17381,Cleaners and helpers,"Flower arranging,Surfing",91,258,In relationship,3,Visa
1821,0,Eustachy,male,1981-05-30,Kraków,767348,Sompolno,3587,Food preparation assistants,"Gambling,Skateboarding,Metal detecting",16,0,Divorced,2,Visa
1822,0,Aneta,female,1957-05-24,Poznań,538633,Poznań,538633,Commissioned armed forces officers,"Weightlifting,Power bike,Sculpting,Worldbuilding",93,119,In relationship,6,
1823,0,Brunon,male,1988-01-21,Szczytno,23500,Szczytno,23500,Food preparation assistants,Cardio,93,281,Married,3,Mastercard
1824,0,Jacek,male,1997-06-26,Szczecin,403883,Szczecin,403883,Numerical and material recording clerks,Sports,99,197,Single,4,Visa
1825,0,Franciszek,,1987-05-10,Warszawa,1764615,Gryfice,16600,Production and specialised services managers,"Fitness,Lego building,Brazilian jiu-jitsu",42,196,Married,4,
1826,0,Adela,female,1964-03-31,Warszawa,1764615,Bielsko-Biała,171505,"Hospitality, retail and other services managers","Badminton,Snowboarding,Cosplaying,Geocaching",33,181,Married,5,Mastercard
1827,1,Fabian,,,Żabno,4248,Żabno,4248,Teaching professionals,"Fitness,Rowing,Writing",92,179,Married,2,
1828,0,Apoloniusz,male,,Górzno,1403,Kutno,44513,Production and specialised services managers,"Kettleballs,Power bike,Genealogy,Rock climbing,Juggling",85,204,Single,3,Visa
1829,1,Bolesław,male,1957-06-20,Warszawa,1764615,Warszawa,1764615,Electrical and electronic trades workers,"Rowing,Badminton,Squash,Snowboarding",29,280,In relationship,3,
1830,1,Ariadna,,1998-04-27,Łobez,10299,Ostrów Wielkopolski,72364,"Armed forces occupations, other ranks",Stand-up comedy,96,166,In relationship,,Mastercard
1831,0,Balbina,female,1966-02-03,Starogard Gdański,48060,Bydgoszcz,352313,Cleaners and helpers,"Cardio,Rowing,Skateboarding,Surfing",38,0,Married,,Mastercard
1832,0,Celestyna,female,1994-01-18,Wrocław,638586,Wrocław,638586,Production and specialised services managers,Sculpting,16,184,Married with kids,4,Mastercard
